-21400001.000000,214000000.000000,2161400000.000000,0.000000
-186.100000,37.020000,259.140000,0.561558
-7.000000,0.060000,0.420000,1.000000
-6.000000,0.000000,0.490000,1.000000
-853.000000,170.400000,9372.000000,0.047731
-3.000000,0.000000,0.060000,1.000000
-4.000000,0.050000,0.250000,1.000000
-3.000000,0.000000,0.100000,1.000000
-2.000000,0.000000,0.150000,1.000000
-5.000000,0.040000,0.120000,1.000000
-1.015411,0.000017,0.010000,1.000000
-89.000000,0.000000,63.000000,1.000000
-4.000000,0.050000,0.350000,1.000000
-95.500000,1.447500,19.300000,1.000000
-16.000000,2.250000,450.000000,0.015873
-4.000000,0.000000,0.250000,1.000000
-6.000000,0.070000,0.280000,1.000000
-6.000000,0.050000,0.200000,1.000000
-6.000000,0.050000,0.250000,1.000000
-4.000000,0.000000,0.210000,1.000000
-16.000000,0.900000,10.500000,1.000000
-1.000002,40.000000,101.000000,0.000000
-177.000000,1760.000000,17776.000000,0.000000
-51.000000,2000.000000,5050.000000,0.000000
-664.000000,26520.000000,66963.000000,0.000000
-1.001690,40.000000,101.000000,0.000000
-17996.000000,719800.000000,1817495.000000,0.000000
-1.900000,20.000000,101.000000,0.000000
-1.045500,20.000000,101.000000,0.000000
-1.000007,10.000000,101.000000,0.000000
