-5000000.000000,274000000.000000,2767400000.000000,0.000000
-15.200000,15.700000,109.900000,0.000000
2.000000,0.060000,0.420000,0.000000
0.000000,0.000000,0.490000,0.000000
-106.000000,12.800000,704.000000,0.110119
1.000000,0.000000,0.090000,0.000000
-4.000000,0.050000,0.250000,1.000000
3.000000,0.000000,0.250000,0.000000
2.000000,0.000000,0.150000,0.000000
4.000000,0.060000,0.180000,0.000000
0.002771,0.000000,0.000182,0.000000
0.000000,0.000000,63.000000,0.000000
3.000000,0.070000,0.490000,0.000000
13.000000,1.500000,20.000000,0.000000
-180.000000,27.000000,5400.000000,0.013605
1.000000,0.000000,0.250000,0.000000
-1.000000,0.050000,0.200000,1.000000
-1.000000,0.050000,0.200000,1.000000
-3.000000,0.040000,0.200000,1.000000
-1.000000,0.000000,0.350000,1.000000
0.000000,1.080000,12.600000,0.000000
0.000000,0.000024,0.000060,0.000000
17.000000,930.000000,9393.000000,0.000000
5.000000,960.000000,2424.000000,0.000000
-3140.000000,138400.000000,349460.000000,0.000000
0.000029,0.008840,0.022321,0.000000
2017.000000,408920.000000,1032523.000000,0.000000
0.000000,8.000000,40.400000,0.000000
0.003400,0.432000,2.181600,0.000000
0.000000,0.000034,0.000344,0.000000
