0.000000,786000000.000000,262000000.000000,1.000000
6.600000,38.850000,15.540000,1.000000
0.000000,0.080000,0.040000,1.000000
0.000000,0.000000,0.000000,1.000000
39.000000,27.500000,11.000000,1.000000
0.000000,0.020000,0.000000,1.000000
0.000000,0.150000,0.050000,1.000000
0.000000,0.060000,0.000000,1.000000
-2.000000,0.060000,0.000000,0.000000
0.000000,0.040000,0.020000,1.000000
0.000000,0.000002,0.000000,1.000000
0.000000,36.000000,0.000000,1.000000
0.000000,0.120000,0.040000,1.000000
-11.500000,5.000000,1.500000,0.000000
2880.000000,1728.000000,432.000000,1.000000
-2.000000,0.050000,0.000000,0.000000
0.000000,0.100000,0.050000,1.000000
0.000000,0.100000,0.050000,1.000000
1.000000,0.080000,0.020000,1.000000
0.000000,0.050000,0.000000,1.000000
53.000000,12.960000,3.240000,1.000000
-0.000000,0.000022,0.000022,1.000000
0.000000,3360.000000,840.000000,1.000000
-1.000000,920.000000,920.000000,1.000000
-571.000000,44000.000000,44000.000000,1.000000
-0.000022,0.008840,0.008840,1.000000
122.000000,331400.000000,331400.000000,1.000000
-0.100000,12.000000,12.000000,1.000000
-0.000600,0.370000,0.370000,1.000000
-0.000001,0.000045,0.000045,1.000000
