4800000.000000,262000000.000000,2646200000.000000,0.000000
-114.000000,37.020000,259.140000,0.128759
-2.000000,0.060000,0.420000,1.000000
0.000000,0.000000,0.490000,0.000000
-836.000000,170.400000,9372.000000,0.045831
0.000000,0.000000,0.060000,0.000000
0.000000,0.050000,0.250000,0.000000
0.000000,0.000000,0.100000,0.000000
0.000000,0.000000,0.150000,0.000000
-2.000000,0.040000,0.120000,1.000000
0.000000,0.000000,0.000154,0.000000
0.000000,0.000000,63.000000,0.000000
-1.000000,0.050000,0.350000,1.000000
3.500000,1.500000,20.000000,0.000000
-15.000000,2.250000,450.000000,0.013605
0.000000,0.000000,0.250000,0.000000
-2.000000,0.070000,0.280000,1.000000
0.000000,0.050000,0.200000,0.000000
-4.000000,0.050000,0.250000,1.000000
2.000000,0.000000,0.350000,0.000000
-14.000000,0.900000,10.500000,1.000000
-0.000001,0.000065,0.000164,0.000000
-92.000000,1760.000000,17776.000000,0.000000
-27.000000,2000.000000,5050.000000,0.000000
437.000000,44000.000000,111100.000000,0.000000
-0.001469,0.067600,0.170690,0.000000
-9832.000000,719800.000000,1817495.000000,0.000000
-0.300000,18.000000,90.900000,0.000000
-0.027000,0.910000,4.595500,0.000000
-0.000003,0.000073,0.000733,0.000000
